Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility
40,0,23.39,45.06,22.18,44.518,24.5,41.12666667,23.5,43.29,22.79,53.214,13.36,31.19333333,23,40.16857143,23.5,47.76,22.56666667,44.12666667,13.5,758.3,84,1,40
30,0,18.7,37.76,17.7,37.7,19.1,40.32666667,16.39,38.2,16.6,46.845,-2,93.02666667,16.29,32.9,18.7,46,15.96333333,42.9,-1.2,763.4666667,84.33333333,2.333333333,64.66666667
100,10,22.6,42.86,21.39,41.7,21.90692308,44.7,21.73,40.2,19.07777778,54.81055556,6.69,59.07,19.18888889,33.48333333,20.69388889,41.33111111,18.6,44.59,6.183333333,760.0333333,64.83333333,6.333333333,40
50,0,21,46.03,19.79,46.56,21.7,43,20.2,45.7,18.5,53.4,10.26666667,90.89666667,18.5,44.59,20.39,49,18.73857143,47.29,7.033333333,751.0666667,97.66666667,5.333333333,48.33333333
50,20,20.2,38,18.5,38.86333333,20.89,39.2,19.2,36.82666667,17.89,48.59,2.9,81.8,18.29,33.09,20.66666667,46.12666667,18.29,42.23,3.333333333,743.2333333,90.33333333,4.666666667,27
80,0,24,44.8975,21.66666667,47.79,25.32333333,41.2,23.5,42.96333333,23.12857143,50.4,10.9175,30.55,23.2,37.9,24.29,46.26,23,47.4,10.1,759.6,83.66666667,3.666666667,40
70,30,23.73,41.46666667,23.42666667,40.03,24,42.56,21.6,43,21.02222222,50.49833333,7.69,63.82666667,19.18333333,34.79,22.27941176,42.25411765,18.79,40.59,7.7,743.65,69,9.5,24.5
110,20,22.89,34.16333333,20.2,36.09,21.79,35,22.43,33.43,19,55.56333333,4.123333333,40.2,21.29,25,23.42666667,30.92666667,19.89,35.66333333,4.316666667,764.4166667,77.16666667,2.833333333,63.66666667
20,0,19,39.9,17.79,40.4,19.06666667,39.86333333,18.1,37.29,16.58888889,55.82777778,-1.122222222,92.05333333,18.1,32.275,19.29,40.66333333,16.89,38.09,-0.133333333,757.4,66.66666667,1,22
80,10,21.42666667,44.96333333,20.82333333,44.12666667,20.82333333,45.93333333,17.96333333,46.9,18.37888889,53.63,8.39,99.9,15.89,44.5,19.79666667,51.826,15.69,48.66333333,7.816666667,767.4166667,96.83333333,5,61.33333333
80,10,21.7,35.59,20.35666667,35.9,21.06666667,37.06,20.89,35.82666667,18,46.09,0.325,95.82,21.73,30.89,22.56666667,37.76666667,18,36.8,1.116666667,764.9333333,70.83333333,1.833333333,40
70,10,19.6,36.09,17.5,37.73,19.93714286,37.94,17.79,35.16333333,18,42.198,0.2,79.16666667,18.1,29.46,20.79,39.83333333,17.85666667,40.09,0,754.55,84,3.5,64
60,0,23.29,37.09,23.32333333,33.86333333,23.29,37.59,23.1,36.5,21.29,40,14.8,1,22.1,31.29,23.29,37.03,20.39,38.83125,14.16666667,764.4166667,40.66666667,4.166666667,40
50,0,24.57636364,51.22372727,23.9018018,49.78438438,27.08627273,45.22636364,23.88468468,47.95765766,22.80315315,53.41502252,20.66936937,33.31666667,23.74009009,45.02268018,24.59554545,52.65181818,23.21918182,49.53636364,15.05,749.85,91,3.5,40
80,20,25.39,42.59,24.625,41.3425,26.7,39.5,25.89,41.79,23.6,48.5,17.87,19.834,24.2,39.9,25.6,47.79571429,23.6,43.718,19.35,752.85,59.5,3.833333333,40
80,0,23.7,31.26666667,23.63333333,28.73333333,23.29,34.79,23.5,33.495,20.79,43.16,17.26,1,22.68571429,27.52714286,24.6,36.56,20.6,37.4,16.03333333,765.2666667,35,4,40
150,0,21.39,45.93333333,20.89,44.93333333,21.66666667,44.545,19.79,47.59,18.6,58.39277778,10.8,98.93333333,18.39,44.48888889,20.25,51.05,18.56666667,49.09,9.75,763.35,92.33333333,5,37.5
30,0,22.89,40.2,22.03333333,39,21,41.9,21,43.7,20.2,58.83,2.06,94.46666667,18.79,40.46666667,20.6,47.82666667,17.89,47,2.35,761.2166667,96.66666667,3.333333333,30
70,0,22.29,40,20.76,41.16333333,21.5,40.43333333,19.29,39.56,18.275,51.585,3.79,91.59,18.80666667,34.715,21.79,39.79,17.84,38.5,3.083333333,731.8666667,98,2.833333333,46.16666667
630,20,21.39,40.46666667,19.42666667,43.9,22.92666667,37.8,20.1,40.73,20.2,75.43333333,12.76333333,50.52666667,20.7,39.06666667,22.2,42.19333333,19.89,42.03,11.18333333,755.2333333,74.16666667,9.333333333,38.16666667
70,20,24.79,48.26,29.1,38.93,27.5,42.536,25.64285714,45.09,24,49.59,19.79333333,21.63333333,24.73,41.9,25.39,46.9,24.2,46.10571429,17,747.4,76,4,22
60,0,22.2,39.09,19.7,42.06,22.7,38.7,21,39.76,20.1,49.09,6.8,59.89,20.6,34.32666667,23.63333333,46.06,20.29,41.16333333,6.266666667,754.2166667,96.16666667,1,44.16666667
40,0,19.1,39.9,17.82333333,40.36,19,39.66333333,18.1,37.2,16.5,55.51,-0.433333333,93.79444444,18.74055556,32.2,19.46333333,40.37555556,16.89,38.32666667,1.066666667,757.2333333,60.66666667,1,25.33333333
50,0,23,42.96333333,20.89,45,24.6,39.5,22.7,40.79,21.87333333,50.09,11.6,51.09,22.7,37.634,23.39,45.074,22.6,44.66333333,11.38333333,757.35,90.5,4,30.83333333
150,0,23.06666667,38.56,22.35666667,36.82666667,23.1,36.86333333,22.5,37.79,20.23,50,15.13,10.39333333,20.89,37.36714286,23.79,41.29,19.83,38.736,14.33333333,760.4666667,68.33333333,3.333333333,40
60,10,24.32333333,44.56,23.12857143,43.89714286,26.79,39.36333333,24.89,43.23,22.5,58.86333333,14.33,27.43,24.236,44.134,24.56666667,50.56,22.6,44.5,14.8,756.1,79,3,63
40,0,19.89,45.53,19.2,44.59,20.5,44.2,18.89,46.09,17.58333333,52.60222222,9.963333333,81.22666667,17.7,42.5,18.29,49,17.23,48,9.85,760.2666667,76.16666667,8,40
100,0,23.39,39,22.52,39.096,24.79,37.96666667,23.445,37.05,21.1,46.73,16.86333333,12.73,22.7,34.26714286,23.5,42.9,21.89,43.59,14.76666667,752.1666667,58.5,1.833333333,40
40,0,21.6,39.06666667,18.79,42.76666667,22.39,38.12666667,20.5,36.9,20.1,42.86666667,5.8,67.65666667,20.06666667,37.96666667,22.39,43.79,19.82333333,41.93333333,5.3,755.9,95.66666667,2,32.33333333
90,20,22,36.36333333,19.89,36.46666667,21,36.9,19.56666667,35.83333333,19.82333333,37.86333333,-2,68.06333333,20.5,25.6,22.66666667,34.33333333,18.29,38.53,-0.45,769.8666667,76.5,1,28.16666667
60,0,21.7,32.645,19.89,32.72333333,23.06666667,34.33333333,19.79,32,17.2,46.595,6.06,26.56333333,22.79,23.29,23.03333333,29.6,18.6,38.09,5.433333333,762.6666667,54,4.666666667,40
70,0,22,38.9,23.06666667,36.76,22.89,37.59,21.92666667,38,20.5,41.97142857,16.56666667,5.766666667,21.7,33.7,21.18625,37.825,21.63333333,37.93,14,749.8833333,55.33333333,6,28.66666667
70,10,21.6,36.5,18.7,39.93333333,22.6,36.29,22,33.93857143,20.1,45.595,4.4,35.6,21.39,34.2,21.92666667,41.26,20.2,39.09,4,763.3,82,2,29
40,0,21.32333333,40.82666667,19.66666667,40.06,20.2,39.7,20.79,39.16333333,19.06666667,63.43,-4.922222222,87.325,20.2,37.29,21.35666667,45.82666667,17.6,39.2,-3.65,762.75,87.5,2,25.5
50,0,20.79,35.79,19.1,36.46666667,20,37.59,18.6,36.5,17.1,45.236,1.39,80.65666667,17.5,31.53333333,20.2,43.03714286,17.5,39.38428571,0.3,758.4,99,1,17
50,0,22.39,39.62666667,21.79,38.36333333,22.65,38.45,21.56666667,38.03,20.29,52.53,12.96333333,8.833333333,22.29,32.79,22.66666667,36.96666667,20.79,41.09,10.6,752.7,59,6,29
80,0,20.89,40.53,19.7,41,21.1,39.59,21.3,40.26,18.32333333,52,5.4,88.4,19.52222222,37.86666667,22.1,43.53722222,18.2,38.79,3.716666667,731.9166667,95,5,56
60,0,21.1,39.49333333,18,44.3,22.6,39.03,20,37.59,19.79,46.18428571,2.926666667,59.69666667,21.5,37.53,21.79,39.09571429,20.26,44.29,2.35,753,98.33333333,1,37.16666667
50,0,21.23,35.43333333,18.2,38.82666667,20.29,36.9,19.89,34.09,18.79,52.96666667,2.69,58.85,21.6,32.76,23.39,38.845,19.29,38.46666667,2.7,769.1833333,86.5,2.666666667,63.83333333
70,0,22.6,36.2,20.39,38.59,22,35.82666667,20.39,34.29,18.5,46.09,5.9,61.96666667,19.6,30.7,22.79,38.96333333,19.5,36.09,5.05,762.45,91,4.5,62.5
50,0,24.5,44.79,22.1,46.66333333,25.89,42.43333333,24,43.2,23.478,54.4,11.19,34.69333333,23.434,38.356,24.7,48.79,22.89,45.76,11.1,759.8,87,3,29
40,0,20.73,37.2,18.1,40,21.2,37.79,18.92666667,36.29,18.6,44.23,0.533333333,77.06333333,18.5,32.29,21.26,43.16333333,18.39,40.36333333,0.35,740.25,98,1,57.5
70,0,20.6,41.62333333,19.26,39.49,22.1,40.03333333,18.26,35.46666667,17.39,50.16333333,4.493333333,75.59,17.79,30.82333333,19.7,37.79,17.6,36.7,4,748.9,73,5,40
120,20,21.7,43.96666667,20.29,44.79,21.7,42.59,21.6,43.03,18.99,75.614,5.8,87.83333333,19.7,42.36,21.79,46.82666667,18.6,44.634,5.366666667,753.0666667,96.33333333,1.333333333,51.33333333
60,0,19.26,36.96666667,17,39.5,19.7,38.79,18.7,36.5,17.32333333,56.93333333,1.133333333,77.22666667,17.7,31.89,20.7,43.79,17.6,40.7,0.016666667,747.1166667,100,1,15.33333333
50,0,20.5,41.2,18.63333333,41.36,20.29,41.79,19.03333333,40.43333333,18.57777778,66.00277778,2.73,91.9,19.39,38.015,22.11111111,44.68833333,17.7,42.16333333,2.483333333,747.9333333,93,6,64
50,0,19.63333333,42.62666667,18.910625,42.2525,19.73,44.29,19.2,43.13333333,17.39,50.46666667,5.09,94.29333333,17.89,40.93777778,18.6,49.32272727,16.89,44.66,5.4,746.4,86,6.5,34.5
90,0,21.39,36.32666667,19.2,38.43333333,22.73,34.4,21.79,33.95571429,20.6,50.36,5,53.93333333,21.57142857,31.89,23.06666667,37.9,20.39,36.66333333,4.983333333,757.9,80.5,4,29
50,10,20.1,37.84,16.85666667,41.92666667,20.39,37.43,19.7,34.8,17.89,46.345,0.6,73.09666667,19.1,33.06666667,20.5,40.15666667,18.2,39.46666667,1.6,764.8,91,1,17
120,20,22.89,46.145,22.1,44.36333333,21.89,46.59,19.96333333,50.96333333,21.925,85.02166667,11.3,99.9,19.1,49.44444444,21.76,53.09,17.1,50.79,11.5,753.9,95,8,62
130,20,16.82333333,44.82666667,16.2,44.62666667,17.29,42.56,15.16,44.2,15.39,50.035,8.063333333,99.9,15.6,39.79,17.43833333,50.47777778,15,44.23,7.35,770.3666667,95.5,4,60.16666667
80,0,21,39.22666667,19.32333333,39.5,22.39,37.23,21.63333333,34.62666667,17.89,47.7,4.64,75.445,19.29,30.07142857,20.9175,36.9975,18.2,38.12666667,4.866666667,756.6,67,2,36
50,0,20.96333333,43.7,20.32333333,42.4,22.1,45.9,20.5,45.36333333,19.39,61.7,3.656666667,95.66666667,18.5,41,20.79,51.9,18.2,49.79,4.5,757.6,89,4,40
70,0,22.6,39.46333333,22.03333333,39.33333333,22.6,38.5,21.2,39.4,20,45.5,11.43333333,37.06333333,21.29,34.5675,23.2,40.9,20.39,42.65666667,10.8,741.2,62,11,40
50,0,24.29,38.4,22.79,38,26.39,38.29,24.66428571,36.2,23.29,39.29,14.594,7.034,24.26428571,38.09,24.2,40.09,23.31857143,45.05142857,14.95,751.8,60.5,2.5,40
100,0,21.89,41.5,20.46333333,42.5,23,38.4,20.26,42.32333333,19.89,50.2,14.3,32.09,21.05,36.975,23.7,44.29,20,42.12666667,13.45,751,67,5.5,40
50,0,20.2,38.46333333,18.39,38.9,20.89,39.06,19.53333333,37.56,17.89,48.59,2.863333333,81.76333333,18.29,33.09,20.6,45.36,18.29,42.09,3.166666667,743.3666667,91.66666667,4.333333333,25
90,30,22.29,47.83,22.025,44.7925,22.1,46.46666667,21.39,46,22.52555556,89.06944444,5.5,96.5,18.6,40.565,20.80111111,48.69833333,18.1,46.2,6.6,757.9,81.33333333,6,28.33333333
40,0,20.89,43.59,19.5,44.56,21.79,42.2,19.79,44.59,18,53.9,10.39,91.59333333,18.16666667,41.59,20.79,54.53,18.2,46.59,10.43333333,756.2333333,90.66666667,8,36.66666667
50,0,21.39,41.82666667,19,45.2,23.1,39.79,20.7,39,20.39,48.55142857,6.19,44.5,21.39,37.134,23.56666667,43.56666667,20.39,41.59,7.533333333,752.8666667,85.33333333,2,27.33333333
80,0,21.26,36.09,19.26,37.56,22.1,34.4,21.35666667,35.03,18.5,43.43333333,8.963333333,24.36666667,19.26,28.82666667,22.76,36.79,19.39,35.09,7,762.1,68,3.5,26.5
70,0,22.79,39.26666667,21.85666667,37.96333333,23,37.59,22.1,35.96,20.79,52.13333333,11.5,6.533333333,21.65714286,28.14285714,22.82333333,34.9,21,40.13333333,8.683333333,756.1166667,76.83333333,4.833333333,40
50,0,21.1,39.29,19.5,41.09,21.89,37.59,20.79,36.32666667,19.29,46.59,12.66666667,18.39,20.2,34.2,21.6,39.9,19.46333333,38.36333333,9.5,756.4,60,5,65
70,0,22,44.46666667,20.73,45.46666667,23,41.79,21.1,44,19.79,50.12666667,14.06666667,44.13333333,21.1,40.2,24.29,50.22333333,20.39,46.29,14.9,748.55,76.5,5,34.5
60,10,20.53333333,33.76,20.2,33.39,20.35666667,33.46333333,20.89,32.32666667,18.7,41.9,7.966666667,27.09666667,20.63333333,25.79,21.4725,33.695,19.6,37.82666667,8.083333333,765.3666667,62,4.166666667,57.5
120,0,23.63333333,35.99,21.6,35.4,22.79,35.09,21.6,36.49,20.1,40.66333333,14.13,1,19.5,26.96333333,23.2,36.46333333,19.6,36.79,13.43333333,765.5,39.33333333,4,40
90,10,21.7,36,21.29,33.83333333,22.39,34.86333333,22.5,34.12142857,20.1,39.4,13.39,1.96,20.6,28.5,21.39,35.13333333,20.5,35.23,11.1,762.2,53,5,40
40,0,19.79,38.2,18.89,38.32666667,19.73,39.59,19.32333333,35.93,18.445,77.495,-5.5,83.81111111,17.5,30.29333333,20.42666667,39.43,16.39,38,-3.8,758.35,91,1,61.5
40,20,19.6,36.12666667,17.5,37.32666667,19.79,37.35285714,17.7,34.56,17.89,43.656,0.5,77.1,18,28.73,20.6,38.06,17.79,38.56666667,0.25,754.7666667,82.66666667,4,57.66666667
30,10,21,33.5,19.6,33.9,20.2,34.46666667,20.79,33.09,17.79,49.9975,9.89,23.99333333,21.85666667,28.42666667,22.66666667,34,18.6,39.2,9.866666667,764.7666667,54.66666667,4.333333333,65
280,0,22.13333333,44.52666667,19.76,48.26666667,24.72666667,41.09,21.29,43.46666667,21,51.53333333,11.62666667,53.3,21.6,40.12666667,23.29,45.39,20.96333333,46.06,9.65,749.35,93.5,1,29
60,0,20.89,45,20.32333333,43.4,21.5,43.93333333,19.7,45.9,19.26,61.735,11.63,66.53,18.6,41.045,21.08888889,48.84611111,18.89,47.2,10.7,749.65,73,10.5,40
60,0,21.1,39.59,20.29,40.16333333,21.89,37.5,19.89,38.2,19.39,44.7,14.72666667,15.43333333,20.1,33.79,21,39.59,19.7,37.79,9.7,757.1,69.5,2,27
50,0,20.03333333,39.26666667,18.16666667,40.66333333,20.63333333,39.12666667,18.6,38.86333333,18.6,51.66,3.363333333,86.89333333,18.78,33.525,21.56111111,43.86333333,18.5,41.39,2.583333333,736.2833333,85.66666667,3.166666667,25.16666667
80,20,22.85666667,33.86333333,20,36.02666667,21.7,34.93333333,23,32.5,19.5,80.06666667,3.826666667,47.39333333,21.1,25.66333333,23.2,34.33333333,19.89,36.36,3.25,764.4833333,83.66666667,2,61.83333333
40,0,20,37.29,17.2,40.59,20.89,38,18.5,36.5,18.29,43.32666667,1.9,79.3,18.29,32.5,20.7,43.66333333,18.39,41.59,1.2,741,96.5,1,40
120,0,21.7,37.06,19.53333333,39.09,21.46333333,35.86333333,20.56666667,33.9,18.5,45.79,6.3,55.86333333,19.7,30.16666667,22.7,37.59,19.6,36.59,5.733333333,762.2,87.5,4,57.83333333
100,0,22.5,33.26666667,26.92666667,24.82333333,23.39,34.12666667,22.89,31.56666667,21.66666667,61.5,18.39,1,21.79,28.7,23.23857143,36.64285714,20.79,36.99333333,14.43333333,762.4,42,5,40
90,10,19.29,40.79,18.7,39.7,19.29,42,18.89,40,17.29,48.79,4.366666667,60.69666667,18.5,36.02666667,19.35666667,44.66333333,16.89,40.03,4.133333333,757.3,75,3,40
50,0,21.06666667,36.26,18.2,39.23,22.1,36.59,20.1,34.59,18.39,44.7,5.3,43.29,19.2,30.5,22,41,19.5,39.9,4.833333333,761.5,78.33333333,3.333333333,49.66666667
40,0,21,41.2,18.2,44.7,23.1,39.56,20.76,39.09,20.29,51.03,4.263333333,56,21,37.834,21.7,38.754,20.6,43.96666667,5.133333333,751.6166667,87.16666667,5,37.66666667
50,0,22.53333333,43.29,21.82333333,42.93333333,21.6,44.73,19.1,44.59,19.27,63.055,10.86,59.16666667,18.79,40.09,22.2,51.60833333,19,48.79,10.9,742.1,64,8,40
250,0,21.29,36.43,19.245,38.745,21.29,35.2,20.7,33.79,18.5,45.76,6.726666667,53.19666667,19.7,29.82333333,22.53333333,37.4,19.6,37.32666667,6,762.1333333,85.66666667,4,48.33333333
40,0,21.7,42.16333333,20.9175,41.2225,20.79,44.53,18.79,42.76,18.5,52.56444444,3.7,99.3,17,39.35722222,20.79,49.95777778,16.5,47.09,4.416666667,754.7,87.16666667,5,28.83333333
50,0,20.42666667,35.62666667,18.32333333,37.4,20,37.41428571,18.2,35.4,18.56,40.772,-1.8175,83.14,18.5,29.89,21.29,42.23,17.89,39.26,-0.566666667,755.0333333,86.33333333,4.333333333,63
70,10,22.5,41.93333333,21.53333333,41,24.92666667,36.73,22.35111111,40.10222222,20.63333333,47.96666667,16.19666667,16.63,21.29,35.856,22.412,41.572,20.85666667,44,14.01666667,748.2333333,69.5,8,30
280,20,21.6,32.86333333,19.6,32.52666667,23.1,35.52666667,19.7,32.33333333,17.2,46,4.896666667,34.46666667,22.32333333,23.29,22.89,30.86,18.5,38.23,4.183333333,763.0666667,64,3.833333333,38
70,10,24.6,47.79,22.736,50.09,26.56,43.09,24.84714286,45.29857143,23.89,56,13.78428571,56.78142857,24.5,42.736,25.89,50.9,24.1,47.2,14.63333333,748.4166667,94.33333333,2.166666667,22.83333333
40,0,20.39,34.09,18.7,34.82666667,19.79,36.48571429,19.16666667,33.59,17.39,43.378,6.263333333,50.96666667,17.7,27.79,19.55714286,34.89857143,17.7,36.072,3.6,755.85,73.66666667,3.833333333,21.16666667
40,0,20.2,36.9,17.1,41.09,20.29,37.4,19.29,34.79,18.6,41.4,0.866666667,68.12666667,19.6,30.96333333,21.39,44.79666667,18.5,40.59,1.1,766.4,92.66666667,1.333333333,33.66666667
30,0,21,41.12666667,19.2,43.62666667,21.7,38.59,19.79,40.09,19.39,45.66333333,12.36,47.99666667,20.1,36.4,21.29,42,19.6,40.03,10.6,753.1,92,1,62
310,0,21.1,37.66333333,19.03333333,39.32666667,22.69666667,39.36666667,19.7,34.09,18.7,51.3,7.826666667,43.33333333,19,30.56666667,22.53333333,37.7,19.29,37.29,5.8,761.8,84,4,40
60,0,22,37.73,23.7,33.72333333,22.76,36,22.79,35.26428571,20.06666667,44.66333333,18.35666667,1,21.478,31.958,21.39,39.2,20.29,38.23,14.08333333,762.5333333,57.83333333,4,38
60,0,22.39,41,21.56666667,40.03,21.5,42.5,21.06666667,41.7,19.42666667,56.35722222,3.06,92.06,20.2,39.36388889,23.2,45.19055556,18.53333333,42.63333333,2.666666667,748.1666667,95.66666667,3,25.66666667
110,10,22.13333333,48.46666667,20.2,49.45,22.89,39.36,21.2,39.79,20.6,46.13333333,9.39,35.66666667,20.93714286,34.59,23.43714286,40.56714286,20.7,39.29,10.1,751.3,73,7,40
50,0,22.76,39.66333333,20.2,42.2,24.29,36.96,22.5,37.7,19.6,42.09,7.34,45.58,23.5,36.59,23.79,40.09,22.7,41.718,7.85,758.8666667,94.83333333,2,43
70,0,21.42666667,35.36,19.1,35.6,20.39,37.29,19.6,34.93333333,19.13333333,54.76666667,-4.333333333,78.66333333,19.5,28.7,21.7,39.49,18.2,39.16333333,-3.7,767.5,92,2,63
450,0,19.89,37.06666667,18.1,38.26,20.69666667,38.42666667,18.6,36.5,18.29,47.66333333,7.23,45.86,19.06666667,29.5,22.5,38.72666667,18.39,37.96333333,7.5,742.8,53,1,28
120,30,21.245,42.645,20.76,41.43333333,21.92666667,45.73,22.06666667,42.3,17.6,56.56777778,4.063333333,99.26,16.89,39.79,20.31777778,48.245,16.29,44.79,4.8,753.7333333,82,3.666666667,40
60,0,22.7,38.93333333,20.5,41.26,22.06666667,38.66333333,20.53333333,40.4,19.89,48.7,6.19,66.03,20.29,34.12666667,24.6,43.13333333,20,40.56,6.233333333,755.9,87.33333333,3.333333333,30
50,0,18.96333333,36.9,18.16666667,35.62666667,18.23,37.73,18.39,35.86,17.24388889,39.43277778,3.4,96.93333333,17.84,28.47555556,19.10555556,36.345,16,36.96666667,4.666666667,763.7666667,52.5,1,20.33333333
190,0,20.89,36.82666667,18.2,39.82666667,21.2675,36.2675,19.6,34.59,18.29,45.03,6.76,45.93333333,19.29,30.2,21.66666667,40.52666667,19.5,38.12666667,5.533333333,762.6833333,80.16666667,3,62
50,0,21.79,47.66,21.1,46.5,22.29,45.93333333,20.53333333,47.12666667,19.6,54.34055556,7.745,98.9,18.7,43.45,19.945,50.145,18.5,51.29,7.5,756.2,90.33333333,6.333333333,28.66666667
60,0,22.39,38.7,22.73,36.5,22.29,37.9,21.2,37.36333333,19.7,46.2,13.63,26.9,21.29,32.2,22.89,39.5,20.5,41.29,10.75,760.7,58.5,2.5,34.5
150,0,21.73,36.26,19.53333333,38.43,20.35666667,36.2,20.1,35.43333333,19.42666667,46.53,3.03,53.96666667,20.92666667,28.29,23.92666667,32.9,18.96333333,38.9,4.016666667,767.8,82,2.833333333,60
40,0,20.6,37.2,17.89,40.03,21.03333333,37.62666667,18.79,36.2,18.5,43.9,0.8,77.99666667,18.5,32.32666667,21.16666667,43.59,18.39,40.76,0.1,740.2,99,0.5,53
70,0,21,45.53,20.39,43.7,21.5,43.5,19.82333333,46.8,19.6,83.23,11.13,70.53333333,18.6,41.29,21.29,51.415,18.89,47.32666667,10.55,750.65,74.5,10.5,40
100,0,25.2,44.96666667,23.6,44.4,25.76,42.09,24.2,44.66333333,24.17142857,71.42571429,14.29666667,8.466666667,23.6,37.7,25.1,45.4,22.79,41.16333333,12.83333333,758.8666667,77.33333333,5.333333333,40
160,20,20.79,44.26,20.03333333,42.65666667,21.39,43.5,21,41.79,18.89,54.775,8.756666667,76.63333333,18.72,37.97222222,21.12777778,48.79944444,18.92666667,44.83333333,8,739.3,80,11,63
340,0,23.1,44.92666667,21.63333333,43.86,25.1,41.8,22.92666667,37.82666667,22.16,79.16,10.79333333,16.13333333,21.96333333,33.76,23.5,43.06428571,21.1,41.66333333,11.3,751,73,2,40
100,0,23.42666667,36.95666667,22.218,33.738,24.29,35.072,23.29,32.69333333,23.2,38.41666667,10.9,5.3,23.53333333,29.29,24.29,36.9,23.1,36.59,8.65,761.8,67,5,40
210,0,24,41.66666667,23.745,36.30375,24.56666667,37.06,23.6,38.2,22,43.7,19.15666667,1,23.5,34.09,24.29,39.2,22.6,39.46666667,17.86666667,755.7666667,47.33333333,3,40
40,30,20.6,36.56,17.5,39.76,21.5,34.7,20.42666667,35.2,19.23,47,2.826666667,54.76,19.63333333,32.69333333,21.5,38.06666667,19.2,37.06,3.1,750.8,94,3.5,52.5
30,0,20.5,35.29,16.96333333,39.79,20.29,37.0675,19.5,34.5,18.2,49,-0.966666667,68.59666667,20.7,33.59,22.6,39.2,18.89,40.2,-1.133333333,768.3333333,92.66666667,1.333333333,34
20,0,20.39,38.2,18.32333333,39.5,21.1,40.09,18.79,39.09,18.83444444,60.06444444,1.966666667,87.69,19.1,34.59,22.1,45.4,18.55,42.95,1.3,739.1666667,87.66666667,2,23.33333333
40,0,20.6,35.56,18,37.29,20.89,35.93333333,19.89,33.79,18.42666667,40.03,-2.723333333,73.93,19.6,28.79,21.42666667,41.12666667,18.29,38.845,-3,762.2,97,2,33
50,0,22.63333333,41.03,19.6,45.545,24.29,38.79,21.16666667,41.2,20.96333333,53.76,6.06,53.5,21.66666667,35.46666667,23.2,40.06,20.79,43.32666667,7.4,754.2,88,3,40
90,0,21.79,40.73,20.26,41.59,21.2,40.46666667,21.1,38.43,21.02142857,89.65,0.633333333,83.76,19.03333333,35.62666667,20.7,41.66,18.2,39.09,2.3,760.2,91.33333333,1,30.66666667
50,0,23,40.79,20.66666667,43.96666667,24.1,38.4,22.79,39.86333333,21.1,49.656,8.0725,52.4475,23.11428571,39.83857143,23.58,40.816,22.5,43.356,7.833333333,750.5,95.33333333,1.166666667,22
50,0,22.2,36.92857143,20.34714286,37.29,20.79,37.9,19.89,35.4,19.1,52.33125,1.55,78.5,19.1,31.39,21.55714286,41.62142857,18.5,39.15285714,2.783333333,747.8333333,85.33333333,3.166666667,30.83333333
50,0,22.06666667,40.86333333,18.85666667,46.26,24.1,39.2,20.79,40.59,20.7,51.73,5.896666667,61.23333333,21.39,35.7,22.6,41.06,20.89,45.4,6.333333333,754,95,4,20.66666667
50,0,21.79,39.7,20.89,38.56,21.39,42.5,20.39,41.7,18.39,53.79,1.033333333,96.33333333,19.6,40.59,21.1,48.16333333,17.79,44.22333333,0.8,764.7,94.66666667,3.333333333,24
70,0,22.6,42.22333333,21.79,41.73,22.39,43.83833333,21.16666667,42.06,19.40833333,67.96333333,4.5,84.86666667,18.6,36.66,22.705,45.57333333,18.23,42.43333333,4.4,765.2,86,3.666666667,40
50,0,21.6,38.5,19.39,41.2,22.2225,37.3175,20.39,38,19.5,45.59,8.36,53.83333333,20.39,33.29,22,39.5,20.1,37.79,8.3,759.6166667,78.83333333,1,28.33333333
120,0,24.89,53.03,23.89,52.59,26.29,46.06,24.29,50.4,23,55,16.89,38.02666667,23.7,47.72571429,26.1,53.652,23.29,51.178,16,749.9333333,94,2,25.66666667
60,0,23.2,38,22.79,36.1175,22.79,38.09,22.1,36.975,21.2,42.356,17.79333333,1.666666667,23.56666667,30.89,23.5,35.5,20.85666667,39.5,14.8,751.3666667,55.33333333,4.666666667,40
120,10,22.03333333,42.93333333,20.56666667,44.12666667,23.1,39.4,22.39,41.76,20.79,45.2,12.19,36.82,21.03333333,37.43333333,23.06666667,44.12666667,20.5,42.9,10.03333333,752.1,92,1,22.33333333
160,0,22.6,37.82666667,23.13333333,34.59,26.7,39.6,23.35,34.856,20.56666667,42.4,15.16333333,3.8,21.83285714,31.7,22,38.16333333,20.5,38.2,10.96666667,759.7166667,69.33333333,5,26.66666667
50,0,20,43.06,19.26,42.46666667,19.79,44.29,19.5,42.5,17.5,50.73,4.56,93.06,17.79,38.96666667,18.39,47.4,16.89,42.82666667,4.633333333,745.6666667,91.66666667,6.333333333,40
20,0,20.32333333,44.09,19.5,43.9,20.39,44.09,19.29,45.9,17.6,52.79,8.39,99.9,17.6,42.4,18.29,49,17.1,49.32666667,8.6,763.6,94,3,64.33333333
50,0,22.1,39.59,20.2,41.5,23.2,37.9,22.29,38.46666667,19.89,49.5,8.53,46.93333333,21,40.45571429,23.1,46.26,19.89,42.12142857,10.43333333,760,89,6.666666667,44.33333333
